language,metric,mean,se,ci95_low,ci95_high,n
bg,response_avg_logp,-0.76333166065794,0.01832897743936027,-0.7992564564390862,-0.7274068648767938,200
bg,response_avg_logp_per_char,-0.1988999159393267,0.01030406124267026,-0.2190958759749604,-0.178703955903693,200
bg,response_perplexity,2.23316975675448,0.042935917648646425,2.1490153581631333,2.317324155345827,198
bg,response_avg_logit_gap,4.3975323370337325,0.09381432934800557,4.213656251511641,4.581408422555824,200
bg,accuracy,0.8,0.0282842712474619,0.7445628283549747,0.8554371716450254,200
bs,response_avg_logp,-0.7262936694684682,0.011858563496236084,-0.7495364539210909,-0.7030508850158455,200
bs,response_avg_logp_per_char,-0.1539290278549308,0.004539299685439561,-0.16282605523839233,-0.14503200047146925,200
bs,response_perplexity,2.09665491938591,0.02518288794956132,2.04729645900477,2.14601337976705,200
bs,response_avg_logit_gap,4.422889136049457,0.07868160541416229,4.268673189437699,4.577105082661214,200
bs,accuracy,0.695,0.03255572146336186,0.6311907859318107,0.7588092140681892,200
da,response_avg_logp,-0.6996239094802965,0.011921641913444064,-0.7229903276306469,-0.6762574913299462,200
da,response_avg_logp_per_char,-0.13633802817174762,0.00396238705553193,-0.1441043068005902,-0.12857174954290504,200
da,response_perplexity,2.041665269732475,0.024478785445612133,1.9936868502590752,2.0896436892058747,200
da,response_avg_logit_gap,4.5128511414900245,0.08189332685983816,4.3523402208447415,4.673362062135308,200
da,accuracy,0.835,0.02624642832844119,0.7835570004762552,0.8864429995237447,200
de,response_avg_logp,-0.6915093294448169,0.012654416165912187,-0.7163119851300048,-0.666706673759629,200
de,response_avg_logp_per_char,-0.13177476126834178,0.003142901194789245,-0.1379348476101287,-0.12561467492655487,200
de,response_perplexity,2.033333977862219,0.024682201262731733,1.9849568633872647,2.0817110923371733,199
de,response_avg_logit_gap,4.507994430801768,0.08657272116563958,4.338311897317114,4.677676964286421,200
de,accuracy,0.735,0.031206970375222264,0.6738343380645644,0.7961656619354356,200
en,response_avg_logp,-0.6893686390349414,0.011691437870348046,-0.7122838572608235,-0.6664534208090592,200
en,response_avg_logp_per_char,-0.13443790255224694,0.003335293123436251,-0.140975077074182,-0.12790072803031188,200
en,response_perplexity,2.0243596629281737,0.02265436726695795,1.979957103084936,2.068762222771411,199
en,response_avg_logit_gap,4.474191823682539,0.08005386867568419,4.3172862410781985,4.63109740628688,200
en,accuracy,0.705,0.03224709289222828,0.6417956979312325,0.7682043020687674,200
es,response_avg_logp,-0.7001029721525235,0.01195291257355727,-0.7235306807966957,-0.6766752635083513,200
es,response_avg_logp_per_char,-0.13626011054873363,0.0030269330437319194,-0.1421928993144482,-0.13032732178301906,200
es,response_perplexity,2.0425449436903,0.024184999427527033,1.995142344812347,2.089947542568253,200
es,response_avg_logit_gap,4.5160821546368215,0.08278670521678677,4.35382021241192,4.678344096861723,200
es,accuracy,0.81,0.02773986301336039,0.7556298684938136,0.8643701315061865,200
fr,response_avg_logp,-0.6924263405079276,0.012633769815545395,-0.7171885293463965,-0.6676641516694587,200
fr,response_avg_logp_per_char,-0.13212701240338115,0.0036578184812808517,-0.1392963366266916,-0.12495768818007068,200
fr,response_perplexity,2.035486341121808,0.025239011289854903,1.9860178789936922,2.084954803249923,199
fr,response_avg_logit_gap,4.532083414321519,0.08748109970396037,4.360620458901757,4.703546369741281,200
fr,accuracy,0.785,0.02904952667428507,0.7280629277184013,0.8419370722815988,200
mt,response_avg_logp,-0.7056193414843588,0.012493179711771012,-0.73010597371943,-0.6811327092492876,200
mt,response_avg_logp_per_char,-0.13515737842296263,0.003393077032165588,-0.14180780940600718,-0.12850694743991808,200
mt,response_perplexity,2.062089513294661,0.02554985395018938,2.0120117995522895,2.112167227037032,199
mt,response_avg_logit_gap,4.440979290747586,0.07992596512181807,4.284324399108822,4.597634182386349,200
mt,accuracy,0.7,0.032403703492039304,0.6364887411556029,0.763511258844397,200
pl,response_avg_logp,-0.6997397251541712,0.012100083225726716,-0.7234558882765956,-0.6760235620317467,200
pl,response_avg_logp_per_char,-0.13515448533855653,0.0030482004350048226,-0.141128958191166,-0.12918001248594707,200
pl,response_perplexity,2.0430829232931136,0.02526808232837163,1.9935574819295052,2.092608364656722,200
pl,response_avg_logit_gap,4.552031173305824,0.08520268288406802,4.385033914853051,4.7190284317585975,200
pl,accuracy,0.755,0.030411757594719844,0.6953929551143491,0.8146070448856509,200
sq,response_avg_logp,-0.7087367792991253,0.011609450587186685,-0.7314913024500111,-0.6859822561482394,200
sq,response_avg_logp_per_char,-0.13882811511009086,0.003829500038904991,-0.14633393518634463,-0.13132229503383708,200
sq,response_perplexity,2.0586968976259232,0.023797590527227335,2.0120536201925576,2.105340175059289,200
sq,response_avg_logit_gap,4.494120163374779,0.07986136398417426,4.337591889965798,4.650648436783761,200
sq,accuracy,0.78,0.029291637031753616,0.722588391417763,0.8374116085822371,200
tr,response_avg_logp,-0.7161588305950667,0.013912725319137948,-0.7434277722205771,-0.6888898889695563,200
tr,response_avg_logp_per_char,-0.15023937802679072,0.005231553683161072,-0.1604932232457864,-0.13998553280779502,200
tr,response_perplexity,2.0921912199288757,0.02943590069885621,2.0344968545591176,2.149885585298634,199
tr,response_avg_logit_gap,4.399112530053979,0.08307565537044848,4.2362842455279,4.561940814580058,200
tr,accuracy,0.715,0.03191982142807193,0.652437150000979,0.7775628499990209,200
